wavelength transit_depth
250.0 8.457983214252819e-05
243.90226033775028 8.495907948771725e-05
238.09489753737844 8.435651022767073e-05
232.55765218199178 8.432924796015343e-05
227.2721066701619 8.441316090332931e-05
222.22148056429785 8.432429693862354e-05
217.3904526334073 8.43491718205072e-05
212.76500561438357 8.473016750506644e-05
208.33229037861759 8.44027477546379e-05
204.08050673167753 8.449723794862619e-05
199.99879851737043 8.434334090829881e-05
196.07716106279332 8.438583408941085e-05
192.3063593030483 8.437395781448338e-05
188.6778551750677 8.444405167890407e-05
185.18374307897176 8.44655209226791e-05
181.8166923801592 8.458374598671862e-05
178.5698960720201 8.466493745211446e-05
175.43702484268795 8.465655332026108e-05
172.4121858936049 8.451277928582895e-05
169.48988594611575 8.445438392739031e-05
166.6649979474754 8.460053222635168e-05
163.93273105174083 8.439765675734123e-05
161.28860350579373 8.449754058808484e-05
158.7284181176961 8.442642144130858e-05
156.24824002493065 8.520123094009753e-05
153.8443765148417 8.440422967920017e-05
151.5133586796147 8.43757407022148e-05
149.25192471412288 8.43876028068665e-05
147.05700468751934 8.469834861614758e-05
144.92570663906176 8.451782742622788e-05
142.85530386574382 8.443590329457556e-05
140.84322328422942 8.445478781130922e-05
138.88703476264217 8.47061440171368e-05
136.98444132920827 8.459343206392391e-05
135.13327017480626 8.46649911021444e-05
133.33146437532415 8.451385169841088e-05
131.5770752675253 8.451630296288394e-05
129.8682554190116 8.442592169110612e-05
128.20325213896723 8.447719504223496e-05
126.58040148176481 8.467670076754187e-05
124.99812270030789 8.463241496174034e-05
123.45491311024281 8.460909551876086e-05
121.94934332996579 8.465585297463913e-05
120.48005286473064 8.4449773104935e-05
119.04574600618186 8.442119504838285e-05
117.6451880213367 8.443494731173293e-05
116.27720160745582 8.446382315575685e-05
114.94066359140895 8.453131977924094e-05
113.63450185408692 8.493277119065911e-05
112.3576924621596 8.45702339083053e-05
111.1092569910524 8.450553511745095e-05
109.88826002443209 8.450290884005902e-05
108.69380681677198 8.463691779030482e-05
107.52504110672116 8.464866462444972e-05
106.38114307004757 8.449793743315131e-05
105.26132740187082 8.449772524383298e-05
104.16484151875669 8.467934123124132e-05
103.09096387202379 8.446596781955066e-05
102.03900236431834 8.454649995417008e-05
101.00829286215549 8.502996081191376e-05
99.99819779770881 8.463056148494921e-05
99.00810485366328 8.461033522469314e-05
98.03742572543042 8.450276771301775e-05
97.08559495546842 8.446477830264386e-05
96.15206883485365 8.462081093034554e-05
95.23632436762045 8.457735699234954e-05
94.33785829372364 8.457416768734415e-05
93.45618616678892 8.451984453154146e-05
92.59084148309992 8.448237132716994e-05
91.7413748585314 8.443223496824367e-05
90.90735325037751 8.453954116371376e-05
90.08835922124389 8.478228632080553e-05
89.28399024237444 8.449424668824391e-05
88.49385803397014 8.442931587438898e-05
87.7175879402281 8.441082782347126e-05
86.9548183369878 8.440589196223121e-05
86.20520007001649 8.440852664510312e-05
85.46839592210084 8.444342993129841e-05
84.74408010723593 8.489727689820473e-05
84.03193779031746 8.445503611138991e-05
83.33166463084963 8.48102970188685e-05
82.64296634927949 8.45292682562517e-05
81.96555831465892 8.483022294620952e-05
81.29916515242128 8.453574563392288e-05
80.64352037113655 8.446162933902675e-05
79.99836600718236 8.446898914210495e-05
79.36345228633587 8.454331009865439e-05
78.73853730135323 8.524409125709209e-05
78.12338670466299 8.453579278765738e-05
77.51777341535272 8.447353700468265e-05
76.92147733967953 8.445802385852705e-05
76.33428510438183 8.450376710445416e-05
75.7559898021133 8.465876498855295e-05
75.18639074836115 8.468921387539191e-05
74.62529324924876 8.450629513304036e-05
74.07250837965832 8.445167867178561e-05
73.52785277114225 8.443764989316697e-05
72.99114840912314 8.443530128671819e-05
72.46222243891143 8.44783646146257e-05
71.9409069800961 8.506903500202048e-05
71.42703894889058 8.4720399556075e-05
70.92045988803804 8.459194369356051e-05
70.42101580390417 8.445016436130479e-05
69.92855701040504 8.44218017277259e-05
69.44293797943828 8.441787950083264e-05
68.96401719750303 8.445656513617114e-05
68.4916570282126 8.444235313053235e-05
68.02572358041868 8.447010591182569e-05
67.56608658168207 8.453412991318e-05
67.11261925683841 8.495861064884096e-05
66.66519821142151 8.46910647662577e-05
66.22370331971874 8.470180654241368e-05
65.78801761724543 8.455679867837454e-05
65.35802719743594 8.457798709745694e-05
64.93362111235983 8.454381206518939e-05
64.5146912772812 8.445352804979264e-05
64.10113237888906 8.444420913741003e-05
63.69284178703457 8.448549340719707e-05
63.289719469820284 8.475375929889383e-05
62.891667911893485 8.452159007215567e-05
62.4985920358036 8.441645599159569e-05
62.11039912629034 8.439452887992687e-05
61.726998757376116 8.44295024135757e-05
61.34830272214205 8.4387071230449e-05
60.97422496507334 8.439122861193121e-05
60.60468151686462 8.439606382857133e-05
60.239590431581966 8.449285318334544e-05
59.87887172608241 8.450144511370154e-05
59.52244732159715 8.445368740103796e-05
59.17024098738874 8.451340326823343e-05
58.8221782863968 8.470715901763054e-05
58.478186522790985 8.461632749789926e-05
58.138194691353455 8.449790219170657e-05
57.80213342861691 8.454606020978047e-05
57.46993496568756 8.453078096663638e-05
57.14153308268548 8.445413368563217e-05
56.81686306473833 8.520563948403525e-05
56.49586165946666 8.456963481066588e-05
56.17846703590245 8.458831188775771e-05
55.86461874478451 8.447142652050007e-05
55.55425768017755 8.440994654602262e-05
55.247326042363476 8.448385178875627e-05
54.94376730195604 8.44300174905719e-05
54.643526165192114 8.439783213470504e-05
54.346548540354746 8.43858881986279e-05
54.05278150528522 8.436607928662213e-05
53.7621732759431 8.438557999587816e-05
53.47467317597508 8.44192102219615e-05
53.19023160725504 8.466861378986741e-05
52.90880002135932 8.445487776130447e-05
52.630330891942776 8.438230833574691e-05
52.3547776879827 8.436358750902466e-05
52.08209484785871 8.436270100315314e-05
51.812237754238616 8.440403772720154e-05
51.54516270974091 8.445833411793343e-05
51.28082691334616 8.440213347464081e-05
51.01918843753046 8.44233669188807e-05
50.760206206095404 8.439472374779822e-05
50.503839972669795 8.441932190448956e-05
50.250050299859616 8.441683415256679e-05
49.998798539023454 8.445987441610513e-05
49.7500468106517 8.451451691718076e-05
49.5037579853285 8.464890596761741e-05
49.25989566525643 8.486064381646616e-05
49.018424166324586 8.455493098103074e-05
48.77930850070147 8.44789234061364e-05
48.5425143599349 8.44503677273215e-05
48.30800809854183 8.448424910753088e-05
48.075756718071474 8.461571059179596e-05
47.84572785162594 8.458480566859538e-05
47.61788974882321 8.445026570124335e-05
47.39221126118771 8.446982934458858e-05
47.16866182795425 8.439535558650758e-05
46.94721146227195 8.44075405924858e-05
46.727830737795 8.495371469403797e-05
46.51049077564752 8.45160421943046e-05
46.29516323175059 8.435626086525273e-05
46.081820284499734 8.434989898528017e-05
45.8704346227814 8.434508842099799e-05
45.6609794343179 8.435686681325478e-05
45.4534283943302 8.438902615999378e-05
45.24775565450841 8.449048677705691e-05
45.04393583228048 8.459946136271596e-05
44.8419440003696 8.443876605266391e-05
44.64175567663128 8.448495208334483e-05
44.44334681416148 8.444243742805008e-05
44.24669379166734 8.462378631833623e-05
44.05177340409246 8.462991391862362e-05
43.8585628534888 8.476173276709697e-05
43.66703974012786 8.448561413859958e-05
43.47718205384369 8.441522241819795e-05
43.28896816560072 8.440365531579101e-05
43.102376819279705 8.438667591674792e-05
42.91738712367522 8.436001211119653e-05
42.73397854469829 8.432564256161385e-05
42.552130897778135 8.431183416580577e-05
42.371824340457074 8.430592094290992e-05
42.19303936517295 8.430232986635134e-05
42.01575679222343 8.430076146025236e-05
41.83995776290699 8.430099461808165e-05
41.6656237328354 8.430340334328944e-05
41.492736465412605 8.430869444621846e-05
41.321278025475415 8.43192047562796e-05
41.15123077309111 8.43814737773135e-05
40.98257735750762 8.44038582313758e-05
40.81530071125186 8.451554446723524e-05
40.649384044371956 8.455183310606845e-05
40.484810838819456 8.44687151939011e-05
40.3215648429673 8.478988333736878e-05
40.159630066260014 8.444639502867802e-05
39.99899077399225 8.440143264498307e-05
39.83963148221212 8.454214268791428e-05
39.68153695274593 8.442854744247659e-05
39.52469218834088 8.452335303733032e-05
39.369082427922486 8.498832600142625e-05
39.21469314196362 8.450464826551358e-05
39.06151002796209 8.443405010907693e-05
38.90951900602378 8.438374322389146e-05
38.75870621454851 8.434150241812994e-05
38.609058006015886 8.43228793864409e-05
38.4605609428683 8.431017769451097e-05
38.313201793488716 8.430158870384952e-05
38.166967528270405 8.429651338813717e-05
38.021845315776496 8.431406938927947e-05
37.8778225189867 8.429932075461605e-05
37.73488669162906 8.432102577081415e-05
37.59302557459447 8.452402015117379e-05
37.45222709243169 8.434704916918572e-05
37.31247934992095 8.429906959656647e-05
37.17377062872379 8.428668769930177e-05
37.03608938410759 8.428408801006886e-05
36.89942424174244 8.428534837098342e-05
36.76376399456869 8.42964945663755e-05
36.629097599733484 8.446681065594652e-05
36.495414175594114 8.431185321343506e-05
36.36270299878707 8.434791253760517e-05
36.23095350136057 8.455531139318923e-05
36.10015526796927 8.442719807929764e-05
35.97029803312959 8.462405955747054e-05
35.84137167853394 8.450378755835236e-05
35.713366230422665 8.44590545694737e-05
35.58627185701185 8.441917961543184e-05
35.4600788659762 8.465324694547281e-05
35.334777701984926 8.442670882590178e-05
35.210358944289965 8.434369611387703e-05
35.08681330436483 8.431498829818495e-05
34.96413162359303 8.431296377125685e-05
34.84230487100488 8.430744504425399e-05
34.721324141061274 8.433368163728264e-05
34.60118065148374 8.446302525012525e-05
34.48186574112915 8.443875804842861e-05
34.363370867908394 8.434961896975069e-05
34.24568760674776 8.42973916539963e-05
34.128807647592076 8.428331685660028e-05
34.012722793448624 8.427744761485377e-05
33.897424958470765 8.427799840294248e-05
33.78290616608055 8.428046269757516e-05
33.669158547129086 8.428237158632926e-05
33.55617433809408 8.4304141474375e-05
33.44394587931349 8.431044862561526e-05
33.33246561325449 8.43316817219782e-05
33.221726082817014 8.468545165682507e-05
33.11171992967091 8.455659721866704e-05
33.00243989262609 8.496654333195877e-05
32.8938788060348 8.44340620597431e-05
32.78602959822539 8.435419933549415e-05
32.6788852899667 8.432280153160534e-05
32.57243899296257 8.429596483507088e-05
32.46668390837553 8.428369632478207e-05
32.361613325379345 8.428538861295872e-05
32.257220619739385 8.427921669897461e-05
32.153499252420524 8.426757575139916e-05
32.050442768221735 8.427009588086418e-05
31.9480447944369 8.427406070122439e-05
31.84629903954118 8.43087721319907e-05
31.74519929190241 8.455080149559778e-05
31.644739418516984 8.430039898665492e-05
31.54491336376965 8.427228727433699e-05
31.445715148216696 8.426638632099602e-05
31.347138867392054 8.426799506477088e-05
31.24917869063576 8.427522512628083e-05
31.15182885994431 8.429135347721143e-05
31.055083688842466 8.431757647893109e-05
30.958937561276 8.440684031468211e-05
30.86338493052494 8.463345288462771e-05
30.768420318136894 8.434901558558079e-05
30.67403831287998 8.433591290345303e-05
30.580233569715023 8.441560786959298e-05
30.48700080878647 8.449610093839493e-05
30.39433481443178 8.43351311462126e-05
30.30223043420879 8.429600762742505e-05
30.21068257794074 8.428209751450415e-05
30.11968621677851 8.427967075347063e-05
30.02923638227979 8.429021457477561e-05
29.939328165504808 8.433622109404822e-05
29.849956716128187 8.454384792541248e-05
29.761117241566733 8.435336465188704e-05
29.672805006122715 8.429297441884296e-05
29.585015330142365 8.427486183489236e-05
29.497743589189252 8.42731468396964e-05
29.410985213232294 8.431323491621885e-05
29.32473568584798 8.433647444592539e-05
29.23899054343666 8.427467878371085e-05
29.153745374452505 8.434585848139138e-05
29.06899581864691 8.427057147172169e-05
28.98473756632505 8.42660581393548e-05
28.900966357615342 8.434890583907978e-05
28.817677981751515 8.427254380590368e-05
28.73486827636708 8.428982875501822e-05
28.65253312680192 8.434215162843473e-05
28.570668465420756 8.447585246928491e-05
28.4892702709433 8.433951213353912e-05
28.408334567785772 8.475369981537696e-05
28.327857425413676 8.431478540590286e-05
28.24783495770546 8.446556711926447e-05
28.16826332232702 8.434417601970241e-05
28.08913872011669 8.430611337632157e-05
28.010457394480582 8.44503075307369e-05
27.932215630798066 8.433746194737001e-05
27.85440975583717 8.428999960672779e-05
27.777036137179778 8.426351978639104e-05
27.700091182656276 8.42524233464876e-05
27.623571339789677 8.424650643914486e-05
27.547473095248876 8.425756931193218e-05
27.471792974310922 8.423887564682598e-05
27.39652754033215 8.423776618118031e-05
27.32167339422798 8.423916963141218e-05
27.24722717396117 8.424453285622577e-05
27.173185554038497 8.426997526779189e-05
27.09954524501556 8.428866038412038e-05
27.02630299300963 8.488586553319007e-05
26.95345557922039 8.428773293816556e-05
26.88099981945838 8.426609037029977e-05
26.80893256368108 8.427418176477284e-05
26.737250695536346 8.433248591784149e-05
26.66595113191324 8.43399404112544e-05
26.59503082249998 8.437202598774971e-05
